AccX_processed,AccY_processed,AccZ_processed,GyrX_kalman,GyrY_kalman,GyrZ_kalman,MagX_processed,MagY_processed,MagZ_processed,PacketCounter,Roll,Pitch,Yaw
-0.6680270722447195,0.035164713475577,0.0959265030495148,-0.0004565181978303,0.0008643425228536,0.0004903224095457,3.116330485394994e-07,-1.9007388664286626e-07,-7.988315469959355e-07,11582,1.307717,0.583667,20.069117
-1.962977913444282,0.1224583636329928,0.2859592265296758,-0.0004136060813681,0.000911547934987,0.0005315283953735,4.928012305739944e-07,-2.240035495134766e-07,-1.2646564863538265e-06,11583,1.27475,0.57768,20.125042
-2.57630194925432,0.1661766542523,0.3770038831059343,-0.0003230436482711,0.0009325100259478,0.0005658520050314,6.281654302643964e-07,-2.355007107962938e-07,-1.6108514151823244e-06,11584,1.237472,0.567929,20.158033
-1.8715366292463436,0.1314818032665937,0.2777035356795244,-0.0001975673552975,0.0009388554395328,0.0005930361223756,7.177256476107053e-07,-2.245653704913178e-07,-1.8374163334814296e-06,11585,1.201735,0.546122,20.286349
-1.9031158237800248,0.1325587369363076,0.2828547014196881,-5.807983989845211e-05,0.0009377620140007,0.0006134037542262,7.61481882612921e-07,-1.9119752859854866e-07,-1.9443512412511427e-06,11586,1.172716,0.531657,20.378263
-1.7797524867962378,0.1268311745227032,0.2647179403183259,7.243271435346499e-05,0.0009335857061022,0.0006274986896681,5.109194439159751e-07,5.1623029454486405e-09,-1.2903470293931078e-06,11587,1.152206,0.537486,20.391713
-1.5214808169873992,0.1120712996935524,0.2265596623151354,0.0001888915703191,0.0009288071087566,0.0006358138076847,4.938833741988222e-07,7.805574828322228e-08,-1.2348586263280123e-06,11588,1.136429,0.546653,20.47644
-1.436487522376274,0.1018220385934669,0.2152204845778029,0.0003005059088528,0.0009234304911195,0.0006391546933708,6.574526934939622e-07,6.5258742514308475e-09,-1.6458121495324808e-06,11589,1.132044,0.560226,20.481486
-1.228268688809434,0.0847441460707103,0.1867837129848638,0.0004094423347244,0.0009178253086362,0.0006380159806806,8.17626229988257e-07,-8.033247516463693e-08,-2.051164673589994e-06,11590,1.131426,0.565087,20.546606
-1.0503939912443765,0.0721104667939996,0.1608176052101712,0.0005136099247463,0.0009127566162845,0.0006326280463468,9.07139977780951e-07,-7.483126254003067e-08,-2.279421599809089e-06,11591,1.131165,0.603406,20.602349
-0.9113225948944076,0.0548289318740175,0.1476088328859139,0.0006187185693639,0.0009073570809144,0.0006236095776501,9.289415053492376e-07,5.117637156219355e-09,-2.3429938006558824e-06,11592,1.130336,0.627066,20.642705
-0.7265748024332503,0.025152721889266,0.1365477446976548,0.0007351876066453,0.0008995784414995,0.0006119094209026,8.860944506336635e-07,8.138081108514606e-08,-2.2490739169133573e-06,11593,1.140001,0.668174,20.752939
-0.562900718384405,0.0022422099624744,0.1228407435836227,0.0008669640851417,0.0008885440509902,0.0005980981178104,8.15913709303992e-07,9.8370899707555e-08,-2.0840895514551023e-06,11594,1.163407,0.703434,20.730118
-0.3715674531795133,-0.0261824820497938,0.1021066897316169,0.0010121325558217,0.0008744402885292,0.0005824504223236,7.810115866657663e-07,5.298391284694742e-08,-2.0027305717046483e-06,11595,1.196082,0.791683,20.689803
-0.1705232862135114,-0.0940713954857229,0.0877422588841945,0.0011664636085738,0.0008576567982243,0.0005652992925729,8.13716407935084e-07,-1.820642362101716e-08,-2.0925901964330105e-06,11596,1.23183,0.850025,20.647571
0.0123868519752343,-0.1907461073951131,0.0706339679239653,0.0013198984882437,0.0008394658062858,0.000546886268448,8.856401979172071e-07,-5.085220573699226e-08,-2.2871963052679253e-06,11597,1.271012,0.878755,20.671696
0.1889091785637977,-0.2809213537237607,0.0405198031013578,0.0014654999081594,0.0008199476651891,0.0005280723925025,8.955704304647147e-07,1.61733848653663e-08,-2.3254280041904267e-06,11598,1.321425,0.891622,20.666788
0.3546460354478229,-0.3573341538232759,0.0101206256597189,0.0015990793234982,0.0007978899209294,0.0005104835158989,7.445520287538255e-07,1.6325875682378238e-07,-1.949175720400565e-06,11599,1.377901,0.877827,20.614414
0.4948278462384473,-0.4067860228890066,-0.0173195698128649,0.0017111638020866,0.0007722979867478,0.0004961939373279,4.230780596582313e-07,3.166974123249875e-07,-1.1338784387816094e-06,11600,1.445751,0.866517,20.431369
0.6080645515686394,-0.4079905958500682,-0.0427266054074326,0.0017881010034312,0.0007418128793905,0.000488102684466,-1.3720856595115138e-08,4.44167401508178e-07,-1.9471203622037493e-08,11601,1.508859,0.866743,20.235401
0.7356934942283669,-0.3774068944210277,-0.0641323479220247,0.0018232702123777,0.0007060569116686,0.0004874698860857,-4.426307645036231e-07,5.271617586098328e-07,1.0848489159847017e-06,11602,1.567658,0.903632,19.96908
0.9056217121314551,-0.3506203567717871,-0.0866287057397502,0.0018167624094092,0.0006659261914387,0.0004937239276711,-7.150039046591728e-07,5.459796810705453e-07,1.801079503249403e-06,11603,1.61784,0.953248,19.799136
1.1041613326998443,-0.3446716459537565,-0.1128470829184683,0.0017708419965726,0.0006226460336337,0.0005058276257255,-7.936085469880355e-07,5.413789915835919e-07,2.027215531331388e-06,11604,1.651666,0.982062,19.62495
1.3093006658885038,-0.3006550013262065,-0.1426029576621606,0.0016935253134564,0.0005783691286919,0.0005213739142209,-7.299960362223466e-07,5.544498901690254e-07,1.889226071159729e-06,11605,1.670638,0.943082,19.426818
