AccX_processed,AccY_processed,AccZ_processed,GyrX_kalman,GyrY_kalman,GyrZ_kalman,MagX_processed,MagY_processed,MagZ_processed,PacketCounter,Roll,Pitch,Yaw
-0.6502073263738773,-0.0619016663092866,0.144453780289032,0.0004111857754382,0.0014799931579266,0.0007885018894748,7.536464430995636e-08,-2.221670796904382e-07,7.564182009059186e-08,11582,71.078064,80.361577,94.464667
-1.946080272134342,-0.2092050987830906,0.4514089996099456,0.0005381209617469,0.0015030226625865,0.0008383374673173,4.4764224022420216e-08,-2.667515106924647e-07,-6.267783254203548e-08,11583,70.552792,80.342077,93.980332
-2.564433713626679,-0.2903300676099138,0.6051649181956879,0.0006783610901884,0.0014749193534922,0.0008844603723552,1.7411692992768313e-08,-2.7640579873612804e-07,-1.6459675421355697e-07,11584,70.292826,80.299616,93.761442
-1.8834925743107616,-0.2481551620506333,0.4689340976711956,0.0007414991394202,0.0013373781554032,0.0009315425142165,-6.692948778999329e-09,-2.5112994382142826e-07,-2.3011494492397266e-07,11585,70.165355,80.261791,93.639924
-1.9133878095505736,-0.2638509110825476,0.4830774676618946,0.0006808858763717,0.0011197378022375,0.0009927271739896,-2.7549701292882744e-08,-1.9092394594836517e-07,-2.5923240467328284e-07,11586,69.98466,80.246956,93.428915
-1.7933812570498828,-0.2492164176744701,0.4524078752438505,0.0005074621126879,0.0009073318987962,0.001061446378163,-5.7665783450427255e-08,-1.1257426908400534e-08,-2.307110975662699e-07,11587,69.80989,80.262213,93.202348
-1.5403785011230264,-0.2213285062413455,0.3870232137869344,0.0002521979891278,0.00071801033195,0.0011169279992339,-5.9403046819445714e-08,9.642196695954196e-08,-1.618991294504437e-07,11588,69.488116,80.281209,92.873202
-1.4570906826638164,-0.2225487167213044,0.3625018829027655,-2.0379570850134364e-06,0.0005340977673635,0.001116324456357,-5.637712193260409e-08,1.5539340264677016e-07,-1.1099558202861857e-07,11589,69.063585,80.269226,92.494714
-1.258868322067101,-0.2181668738027786,0.3163213408997846,-0.0002163292739876,0.0003598126302361,0.0010493841694629,-5.747590101145722e-08,2.2403392806487905e-07,-6.393796575568725e-08,11590,68.733459,80.262471,92.187093
-1.0906239048241746,-0.2077514930009492,0.2763077917352481,-0.0003961302089323,0.0002063388048025,0.0009405638549734,-5.3623612862329826e-08,3.018918643820074e-07,7.846041374554865e-09,11591,68.479307,80.278728,91.903123
-0.951275342195828,-0.1894949642972872,0.2397548442582726,-0.0005170552753347,7.364836127987982e-05,0.0008134379255928,-6.581241493788083e-08,3.694271851773007e-07,1.8755064349201372e-08,11592,68.145344,80.306355,91.527443
-0.7548260712012995,-0.1670449864857055,0.1905102301978803,-0.0005451157790143,-4.223832450754548e-05,0.0007072147646077,-1.1117016895693985e-07,4.190273330179054e-07,-9.665654637548017e-08,11593,67.809438,80.316345,91.149038
-0.5783239409370272,-0.1466817933462219,0.1463296323752737,-0.000465515191939,-0.0001421974504472,0.0006393564739104,-1.505817347074643e-07,4.777686272665255e-07,-1.9337331155762345e-07,11594,67.426935,80.309006,90.708858
-0.3925397705015974,-0.1215735265867059,0.1000303269369713,-0.0002766272972942,-0.0002253030565545,0.0006006153445978,-1.4583448066826246e-07,5.724828852835408e-07,-1.2428269241965898e-07,11595,66.894549,80.347966,90.104582
-0.2041237777590607,-0.1266071422838439,0.056824083435965,9.051834935465972e-06,-0.0002895147950298,0.000584802185665,-1.143123215573935e-07,6.93353718913431e-07,5.403298700388053e-08,11596,66.336692,80.426328,89.516468
-0.0112098439590888,-0.1778757159977279,0.0161267914634848,0.0003560489607681,-0.0003298199642938,0.0005765565333931,-6.90184945271946e-08,8.075628108547899e-07,2.799607308116975e-07,11597,65.901081,80.476165,89.027836
0.1902565834899502,-0.2158744350539011,-0.0267277128949949,0.0007399874189912,-0.0003469270394706,0.0005693373932292,1.191502712215247e-08,8.729035672648767e-07,5.950238726184721e-07,11598,65.717052,80.510016,88.672533
0.3764873462896249,-0.198301234999924,-0.0681325252438286,0.0011445803515177,-0.0003476145672606,0.000568464990931,1.1671844856424565e-07,8.618577791216949e-07,9.387524021495316e-07,11599,65.867383,80.5763,88.585788
0.5464793426747987,-0.1611175261149716,-0.1091188759069934,0.0015344390711853,-0.0003395619969657,0.0005723435431757,1.9762319722506295e-07,7.303328185712161e-07,1.1175924196041348e-06,11600,66.361943,80.646615,88.799431
0.6996958387137593,-0.1394690716355955,-0.1490557583977731,0.001858790103962,-0.0003341795875846,0.0005773697749998,2.511254469012971e-07,4.4353521011457444e-07,1.092256585111777e-06,11601,67.163657,80.674222,89.254836
0.8475680134189347,-0.1209971577439598,-0.1879331128153898,0.0020916875416784,-0.0003371476376789,0.0005822924606214,3.206773243989068e-07,7.224685317542442e-08,1.0628616800027126e-06,11602,68.097483,80.655815,89.86613
1.0011451744029694,-0.0996992872709802,-0.2249148641177608,0.0022310158683019,-0.0003474405850733,0.0005862128441858,4.238707076539531e-07,-3.162428582766956e-07,1.1470937319892204e-06,11603,69.229908,80.591607,90.759213
1.1514326173703515,-0.0773797866947482,-0.2593991883978166,0.0022816872307227,-0.0003637616874714,0.0005900465661138,5.297191042869452e-07,-7.480906562593025e-07,1.2276224478808873e-06,11604,70.830741,80.485435,92.082928
1.2990617691239914,-0.0405991898659934,-0.2982240969741106,0.0022683841550723,-0.0003813242320201,0.0005972640591803,5.999499432285545e-07,-1.1998982318694736e-06,1.1856514538887348e-06,11605,72.948979,80.343798,93.862874
1.4526964003203886,0.0086729697399126,-0.3405795948371972,0.002204106547466,-0.0003960659513533,0.0006079408691005,6.195519537833715e-07,-1.5680792365125243e-06,1.0351573251688505e-06,11606,74.981063,80.131763,95.626447
1.5986309033539787,0.0542893222903788,-0.3768412638743794,0.0020903833049212,-0.0004047282515969,0.0006188365489958,5.994122424858888e-07,-1.819627969416808e-06,8.302318501747561e-07,11607,76.455762,79.854225,96.939484
1.717815973448043,0.0828349836473648,-0.4055530796227825,0.0019452175042068,-0.0003994441211884,0.0006266210831806,5.608193445931352e-07,-2.0121925228633982e-06,5.902230612788744e-07,11608,76.931947,79.560446,97.362886
1.8190538749482288,0.1023710105813891,-0.4308522304986267,0.0017981673459968,-0.0003678801834677,0.0006262101611976,5.07510182808524e-07,-2.10739756756324e-06,3.427478077456428e-07,11609,76.499836,79.361057,96.94386
1.918999667738908,0.2029552881858346,-0.4663018955211721,0.0016628349317645,-0.0003046201654623,0.0006154651588262,4.324082779414469e-07,-1.948369471651341e-06,1.8118356976153915e-07,11610,75.742758,79.362222,96.161292
2.013857794129346,0.4582240050906276,-0.5240227433068436,0.0015390103990993,-0.0002110460815527,0.0005957558828893,3.362242478872045e-07,-1.5179848041558952e-06,1.3991071022551418e-07,11611,74.702709,79.441609,95.079148
2.116309712719855,0.7267502896523267,-0.582945509138469,0.0014229290038758,-9.001482200038759e-05,0.0005686566077878,2.0563647810506037e-07,-9.6721778456913e-07,7.54334708252107e-08,11612,73.329973,79.440877,93.738969
2.241319216996091,0.8188585508362277,-0.6116113475041205,0.0012995374108926,5.059247943706716e-05,0.0005375931725627,1.6690796681023967e-08,-3.925468011451122e-07,-1.6631313166930673e-07,11613,71.800296,79.343995,92.391708
2.35124605189053,0.7862789152750929,-0.6087413398987095,0.0011666017882879,0.0002057611855265,0.0005061547110046,-2.0574954133424609e-07,1.6874793794211193e-07,-5.269445186291155e-07,11614,70.515359,79.213938,91.364123
2.407489687747077,0.767449317070494,-0.5786382915233899,0.001035846257546,0.000373387454553,0.0004781628629784,-3.789801271361235e-07,6.203691449294597e-07,-7.924307807287256e-07,11615,69.86142,79.127742,90.888549
2.4117860169220986,0.7623163512181126,-0.5256105704221373,0.0009153548398398,0.0005469781199956,0.0004603635924658,-4.552071474322457e-07,8.559734686906993e-07,-8.887722393187194e-07,11616,69.699472,79.08757,90.797057
2.3681810842644087,0.7323436998139614,-0.4935484164682266,0.0008160766480555,0.0007168692154777,0.0004626726857639,-4.7349632586433334e-07,9.139328206506372e-07,-9.345804381470248e-07,11617,69.659267,79.058172,90.751569
2.3000456842693118,0.6916156934707296,-0.4998294845653708,0.000744389385146,0.0008782591771702,0.0004901121569661,-4.913725954092054e-07,9.851948397126204e-07,-9.77253597813397e-07,11618,69.694602,79.065547,90.741787
2.262217984581742,0.6495031322695506,-0.4755589081531327,0.0006999011400211,0.0010307550861024,0.0005427707335185,-5.34067044132392e-07,1.1852817126725764e-06,-9.96541834520075e-07,11619,69.947967,79.102943,91.001734
2.259936538348688,0.5798950940590176,-0.3859978553677372,0.0006835129739769,0.0011753631135893,0.0006198260459844,-6.030640130590691e-07,1.4236237626566011e-06,-1.0609141665975915e-06,11620,70.410528,79.151414,91.566998
2.249239102567641,0.4614875842749408,-0.2775602359092394,0.0006945924880194,0.0013169108881591,0.0007170046827842,-6.794362141551528e-07,1.576077298847336e-06,-1.2070744373210689e-06,11621,71.104668,79.231143,92.4002
2.2246086570258865,0.3344580677354308,-0.1745062381910799,0.0007312361499836,0.0014575420588979,0.0008319504736323,-7.397414136133898e-07,1.641184071391996e-06,-1.3565337701742755e-06,11622,72.172161,79.32404,93.538995
2.197223938941901,0.2550389838328465,-0.0884682483675727,0.0007905930551497,0.0015967028814103,0.0009642854740031,-7.841386379029347e-07,1.6656746910394986e-06,-1.4763884217803397e-06,11623,73.298264,79.342666,94.642943
2.153930362160966,0.2132987203842339,-0.0574752453263587,0.0008657099834397,0.0017365881539985,0.0011105234142725,-8.411157888957815e-07,1.6747876829420163e-06,-1.6558935796358649e-06,11624,74.281232,79.338429,95.549473
2.0916689514460653,0.1860694356071265,-0.0683736600026364,0.0009447911324497,0.0018809420111676,0.0012648845407757,-9.327329330966e-07,1.735693626736668e-06,-1.9261642242726626e-06,11625,75.060237,79.400417,96.290716
2.0197349001405023,0.1767582750239304,-0.065344969773136,0.0010225467458525,0.0020313212420293,0.0014241365779009,-1.0381559705249455e-06,1.904314791750801e-06,-2.170016269467923e-06,11626,75.664421,79.465986,96.939563
1.958124209743507,0.1747500324095705,-0.054717116951963,0.0011001460313288,0.0021875526195071,0.0015870891228326,-1.1109466193290272e-06,2.0865904982449506e-06,-2.2928466652390264e-06,11627,76.410428,79.516928,97.729472
1.9253729458326088,0.1850304695234477,-0.0682200879231255,0.0011791202686004,0.0023487494454081,0.0017526148659088,-1.1211873702139814e-06,2.150761751909236e-06,-2.28926691668424e-06,11628,77.333831,79.553896,98.626102
1.903813423544951,0.2235582203768082,-0.0900849832806773,0.0012646662249211,0.0025122819494709,0.0019208162253446,-1.077567973201058e-06,2.110756104727825e-06,-2.1789891594173314e-06,11629,78.349281,79.611876,99.520967
1.8686164850771196,0.2596266986007146,-0.1081578152580799,0.0013580500374713,0.0026774346975639,0.0020884845088459,-1.0152665791375895e-06,2.045299184437527e-06,-2.0198366749623336e-06,11630,79.528811,79.703152,100.473594
